CustomerID,Gender,Age,TenureMonths,MonthlyCharges,TotalCharges,InternetService,ContractType,PaymentMethod,SupportTickets,LatePayments,Churn
CUST104119,Female,62,6,20.23,100.0,DSL,Two Year,Electronic Check,4,3,Yes
CUST104120,Female,55,21,88.65,1884.6,Fiber Optic,Month-to-Month,Electronic Check,3,1,No
CUST104121,Male,62,36,98.18,3605.54,Fiber Optic,Month-to-Month,Electronic Check,0,1,No
CUST104122,Female,37,3,72.68,204.79,No Internet,One Year,Credit Card,1,4,Yes
CUST104123,Female,61,42,146.23,6172.61,No Internet,Month-to-Month,Electronic Check,2,0,Yes
CUST104124,Female,62,45,54.51,2548.55,Fiber Optic,Month-to-Month,Electronic Check,8,5,Yes
CUST104125,Male,51,44,64.17,2974.89,Fiber Optic,Month-to-Month,Credit Card,1,4,Yes
CUST104126,Female,38,33,63.15,2198.02,Fiber Optic,Month-to-Month,Credit Card,1,1,No
CUST104127,Male,40,60,72.71,4535.36,Fiber Optic,Two Year,UPI,5,2,No
CUST104128,Female,23,70,65.14,4953.66,DSL,Month-to-Month,Electronic Check,4,2,No
CUST104129,Male,30,26,32.8,811.35,DSL,Month-to-Month,UPI,1,0,No
CUST104130,Male,40,21,58.6,1203.76,DSL,Month-to-Month,Bank Transfer,2,0,Yes
CUST104131,Male,26,2,72.07,284.76,DSL,One Year,Bank Transfer,2,1,Yes
CUST104132,Female,34,47,111.86,5256.56,Fiber Optic,One Year,Bank Transfer,3,2,No
CUST104133,Female,19,30,141.07,4164.37,Fiber Optic,Month-to-Month,Bank Transfer,4,0,Yes
CUST104134,Male,36,27,115.06,3015.68,Fiber Optic,Month-to-Month,Credit Card,4,4,Yes
CUST104135,Male,36,71,51.74,3799.23,Fiber Optic,One Year,UPI,4,1,No
CUST104136,Female,24,20,54.13,1173.07,Fiber Optic,Month-to-Month,UPI,2,4,Yes
CUST104137,Female,59,50,70.22,3884.09,DSL,Month-to-Month,Credit Card,0,1,No
CUST104138,Male,59,23,128.54,2751.5,DSL,Month-to-Month,Bank Transfer,2,0,Yes
CUST104139,Female,37,13,70.04,710.39,DSL,Month-to-Month,UPI,0,1,No
CUST104140,Female,26,4,35.17,153.99,DSL,Two Year,Electronic Check,2,2,No
CUST104141,Female,34,14,59.96,682.58,DSL,Two Year,Credit Card,1,0,No
CUST104142,Female,44,20,97.71,1597.99,DSL,One Year,Credit Card,1,2,No
CUST104143,Male,64,13,95.7,1159.76,Fiber Optic,Two Year,Electronic Check,1,1,No
CUST104144,Female,19,3,68.99,639.62,No Internet,One Year,Bank Transfer,5,1,Yes
CUST104145,Female,53,47,95.5,4985.87,Fiber Optic,Two Year,Bank Transfer,4,1,No
CUST104146,Male,36,3,20.0,168.4,Fiber Optic,Month-to-Month,UPI,1,3,No
CUST104147,Male,34,1,78.11,100.0,Fiber Optic,Month-to-Month,Electronic Check,2,1,Yes
CUST104148,Female,22,24,100.82,2263.37,No Internet,One Year,UPI,2,2,No
CUST104149,Female,56,35,50.01,1768.88,No Internet,One Year,Bank Transfer,1,0,No
CUST104150,Female,35,14,49.91,597.91,DSL,Month-to-Month,UPI,1,2,No
CUST104151,Female,24,67,20.0,1372.69,DSL,Month-to-Month,Electronic Check,4,1,No
CUST104152,Male,34,13,122.7,1603.76,DSL,Month-to-Month,Electronic Check,4,0,Yes
CUST104153,Male,56,47,53.4,2264.91,No Internet,Month-to-Month,Electronic Check,3,1,No
CUST104154,Male,53,50,82.23,4101.7,DSL,Month-to-Month,Bank Transfer,3,3,No
CUST104155,Female,57,26,93.12,2513.72,No Internet,Month-to-Month,Credit Card,2,1,No
CUST104156,Female,62,3,120.36,286.3,Fiber Optic,Two Year,Credit Card,3,1,Yes
CUST104157,Female,21,51,70.38,3778.7,Fiber Optic,One Year,Credit Card,1,1,Yes
CUST104158,Female,55,40,58.82,2363.95,No Internet,Two Year,UPI,3,1,No
CUST104159,Male,42,68,80.19,5426.86,Fiber Optic,Two Year,Electronic Check,1,1,No
CUST104160,Male,22,36,113.52,4099.11,No Internet,Month-to-Month,Bank Transfer,2,2,Yes
CUST104161,Female,47,51,69.89,3456.16,DSL,Month-to-Month,Credit Card,4,1,No
CUST104162,Male,29,1,46.35,127.52,No Internet,Month-to-Month,Credit Card,1,1,Yes
CUST104163,Female,21,33,28.78,778.26,Fiber Optic,Two Year,UPI,1,1,Yes
CUST104164,Female,41,7,38.36,746.27,DSL,Month-to-Month,UPI,2,5,Yes
CUST104165,Male,46,52,100.93,5654.13,Fiber Optic,One Year,Credit Card,2,2,No
CUST104166,Female,26,11,65.38,703.76,DSL,Month-to-Month,Electronic Check,5,1,No
CUST104167,Female,21,27,56.77,1646.7,DSL,Two Year,Electronic Check,1,2,No
CUST104168,Male,41,14,53.52,869.74,No Internet,Month-to-Month,UPI,3,2,Yes
CUST104169,Female,31,46,77.55,3686.23,DSL,Two Year,UPI,3,3,No
CUST104170,Female,22,10,67.82,815.17,Fiber Optic,Month-to-Month,Electronic Check,0,2,Yes
CUST104171,Male,35,24,66.81,1754.72,No Internet,Month-to-Month,UPI,1,0,No
CUST104172,Female,59,61,115.48,7182.95,Fiber Optic,One Year,UPI,2,1,No
CUST104173,Male,36,18,121.14,2023.39,Fiber Optic,Two Year,Electronic Check,2,0,No
CUST104174,Female,29,9,26.7,329.29,Fiber Optic,Month-to-Month,Electronic Check,3,3,Yes
CUST104175,Male,35,17,84.83,1293.19,No Internet,Two Year,Bank Transfer,3,1,No
CUST104176,Male,34,58,51.69,3102.66,Fiber Optic,One Year,UPI,2,0,No
CUST104177,Male,47,13,67.55,1065.39,Fiber Optic,One Year,UPI,4,1,Yes
CUST104178,Female,41,50,84.28,4289.01,No Internet,Month-to-Month,Bank Transfer,2,1,No
CUST104179,Male,28,6,68.62,561.42,DSL,Month-to-Month,UPI,3,2,Yes
CUST104180,Male,52,51,81.91,4221.36,Fiber Optic,Month-to-Month,UPI,2,1,Yes
CUST104181,Male,40,36,95.19,3796.68,DSL,Two Year,Credit Card,1,3,No
CUST104182,Male,34,71,83.84,6034.76,No Internet,Two Year,Credit Card,1,1,No
CUST104183,Male,18,25,55.59,1206.03,Fiber Optic,One Year,Credit Card,2,0,No
CUST104184,Female,32,11,56.12,520.06,DSL,Month-to-Month,Bank Transfer,1,0,No
CUST104185,Female,49,44,31.81,1486.54,DSL,Month-to-Month,UPI,6,2,Yes
CUST104186,Female,26,14,49.38,953.84,DSL,Two Year,Bank Transfer,2,2,No
CUST104187,Female,32,29,133.86,3962.33,Fiber Optic,Month-to-Month,Bank Transfer,5,0,Yes
CUST104188,Female,45,50,51.24,2607.17,DSL,Two Year,UPI,6,1,No
CUST104189,Female,41,5,39.2,100.0,Fiber Optic,Month-to-Month,Electronic Check,3,3,Yes
CUST104190,Female,52,69,84.6,6216.64,DSL,Month-to-Month,Electronic Check,2,1,No
CUST104191,Male,39,57,71.69,3820.76,Fiber Optic,Two Year,UPI,0,1,No
CUST104192,Female,44,26,69.13,1488.25,Fiber Optic,Month-to-Month,Electronic Check,1,0,No
CUST104193,Male,36,6,117.27,609.58,Fiber Optic,Month-to-Month,Credit Card,4,1,Yes
CUST104194,Male,62,16,91.47,1582.04,DSL,Two Year,UPI,0,2,No
CUST104195,Female,29,60,59.1,3466.0,Fiber Optic,One Year,Bank Transfer,3,2,No
CUST104196,Male,37,12,62.27,623.99,Fiber Optic,One Year,Credit Card,1,1,Yes
CUST104197,Male,18,3,59.92,100.0,Fiber Optic,One Year,Bank Transfer,3,4,Yes
CUST104198,Male,38,63,101.24,6731.66,DSL,Month-to-Month,Electronic Check,3,1,Yes
CUST104199,Male,62,64,65.76,4275.69,Fiber Optic,Month-to-Month,UPI,6,0,Yes
CUST104200,Female,18,62,21.21,1494.23,DSL,Month-to-Month,Credit Card,2,1,No
CUST104201,Female,27,6,73.55,852.74,Fiber Optic,Month-to-Month,UPI,3,4,Yes
CUST104202,Female,64,19,28.89,953.94,Fiber Optic,Month-to-Month,Credit Card,1,3,No
CUST104203,Female,49,18,140.53,2349.86,DSL,One Year,Credit Card,1,1,Yes
CUST104204,Female,56,43,46.03,2029.22,No Internet,Month-to-Month,Credit Card,0,1,No
CUST104205,Female,39,3,70.14,367.9,Fiber Optic,One Year,UPI,2,0,No
CUST104206,Female,35,38,82.75,3166.17,Fiber Optic,Month-to-Month,Credit Card,6,1,Yes
CUST104207,Female,63,68,66.34,4375.97,Fiber Optic,Month-to-Month,Credit Card,5,3,No
CUST104208,Female,49,44,66.3,2383.89,DSL,Month-to-Month,UPI,1,0,No
CUST104209,Female,44,63,87.65,5791.12,Fiber Optic,Two Year,Bank Transfer,1,1,No
CUST104210,Male,45,42,120.79,5442.86,DSL,Month-to-Month,Electronic Check,2,2,No
CUST104211,Female,35,64,98.03,6421.25,Fiber Optic,One Year,UPI,1,1,No
CUST104212,Male,56,54,119.36,6440.71,Fiber Optic,One Year,UPI,2,0,No
CUST104213,Male,46,71,43.6,2985.05,Fiber Optic,Month-to-Month,Credit Card,2,0,No
CUST104214,Male,35,37,84.52,3153.16,DSL,Month-to-Month,UPI,2,1,No
CUST104215,Male,61,4,79.66,585.8,DSL,Two Year,UPI,1,0,No
CUST104216,Female,25,2,85.53,281.36,Fiber Optic,Month-to-Month,Electronic Check,4,5,Yes
CUST104217,Male,48,44,116.29,4681.45,No Internet,Month-to-Month,UPI,1,0,Yes
CUST104218,Female,51,67,68.38,4902.16,Fiber Optic,One Year,Credit Card,1,1,Yes
CUST104219,Female,24,68,62.83,4408.14,DSL,One Year,Electronic Check,3,2,No
CUST104220,Male,53,62,91.02,5428.83,DSL,Month-to-Month,UPI,0,0,No
CUST104221,Female,35,1,21.65,139.97,Fiber Optic,Month-to-Month,Credit Card,0,0,Yes
CUST104222,Male,55,17,67.89,1195.71,DSL,Month-to-Month,Electronic Check,5,4,Yes
CUST104223,Male,26,16,70.97,1176.37,DSL,Month-to-Month,UPI,4,1,No
CUST104224,Female,26,9,47.39,224.91,Fiber Optic,Month-to-Month,Credit Card,0,3,Yes
CUST104225,Female,63,53,106.71,5603.38,DSL,Month-to-Month,Electronic Check,4,1,Yes
CUST104226,Male,25,59,43.13,2222.29,Fiber Optic,Month-to-Month,Credit Card,4,2,No
CUST104227,Female,52,9,70.92,883.48,DSL,Two Year,Electronic Check,3,2,Yes
CUST104228,Female,35,12,83.79,834.08,Fiber Optic,One Year,UPI,2,2,Yes
CUST104229,Female,22,41,115.6,4964.05,DSL,Two Year,Bank Transfer,6,1,No
CUST104230,Male,31,15,74.68,1243.09,Fiber Optic,Month-to-Month,Electronic Check,3,1,No
CUST104231,Male,45,66,103.08,6724.07,Fiber Optic,Month-to-Month,UPI,4,1,No
CUST104232,Female,47,11,96.02,906.51,Fiber Optic,Month-to-Month,Electronic Check,1,3,No
CUST104233,Female,21,8,78.7,671.48,Fiber Optic,Two Year,Bank Transfer,2,1,No
CUST104234,Female,56,55,42.31,2544.04,DSL,Month-to-Month,Credit Card,4,2,No
CUST104235,Female,37,6,31.96,354.34,Fiber Optic,Month-to-Month,Bank Transfer,0,4,Yes
CUST104236,Female,42,53,78.2,4257.65,DSL,Month-to-Month,Bank Transfer,6,2,No
CUST104237,Male,45,20,58.72,1141.77,Fiber Optic,Month-to-Month,Credit Card,2,0,Yes
CUST104238,Female,29,39,102.58,4163.86,DSL,Month-to-Month,Bank Transfer,2,1,No
CUST104239,Male,19,34,97.38,3002.39,DSL,Month-to-Month,UPI,4,1,Yes
CUST104240,Female,60,57,69.46,4008.46,No Internet,Month-to-Month,Electronic Check,1,6,No
CUST104241,Male,31,19,40.27,766.89,No Internet,One Year,Bank Transfer,2,1,No
CUST104242,Female,39,71,90.32,6168.01,No Internet,Month-to-Month,Electronic Check,4,2,No
CUST104243,Male,48,31,44.46,1308.33,DSL,One Year,Electronic Check,5,1,Yes
CUST104244,Female,40,40,52.25,2428.45,Fiber Optic,Month-to-Month,Credit Card,3,4,Yes
CUST104245,Male,37,14,45.62,752.88,DSL,Month-to-Month,Bank Transfer,2,4,Yes
CUST104246,Male,55,37,70.84,2808.9,No Internet,Month-to-Month,Credit Card,2,3,No
CUST104247,Male,21,44,110.11,4755.67,Fiber Optic,Month-to-Month,Credit Card,3,2,Yes
CUST104248,Male,32,9,74.85,337.74,DSL,Month-to-Month,Electronic Check,1,5,Yes
CUST104249,Male,41,58,61.7,3878.82,Fiber Optic,Month-to-Month,UPI,4,0,Yes
CUST104250,Male,42,20,29.23,438.07,DSL,One Year,Electronic Check,2,1,No
CUST104251,Female,18,50,91.56,4512.05,Fiber Optic,Month-to-Month,Credit Card,1,2,No
CUST104252,Male,24,20,51.59,762.05,DSL,Month-to-Month,Bank Transfer,0,4,No
CUST104253,Female,48,36,78.53,3105.57,DSL,Month-to-Month,UPI,0,1,Yes
CUST104254,Female,29,27,64.37,1804.12,No Internet,Month-to-Month,UPI,2,1,Yes
CUST104255,Female,59,32,100.15,3178.43,DSL,Month-to-Month,Bank Transfer,2,1,Yes
CUST104256,Female,22,1,70.28,192.95,DSL,Two Year,Bank Transfer,4,2,No
CUST104257,Female,61,17,73.23,1170.89,Fiber Optic,Month-to-Month,UPI,3,1,Yes
CUST104258,Male,59,9,89.57,685.19,Fiber Optic,Month-to-Month,Credit Card,1,0,Yes
CUST104259,Male,55,45,138.21,5983.22,Fiber Optic,One Year,UPI,3,2,Yes
CUST104260,Male,29,66,101.65,6447.06,Fiber Optic,One Year,UPI,4,0,No
CUST104261,Female,56,32,72.34,2529.07,Fiber Optic,Two Year,UPI,1,2,No
CUST104262,Male,35,45,75.1,3633.06,DSL,Two Year,Credit Card,4,1,No
CUST104263,Male,19,9,59.25,194.12,DSL,One Year,Bank Transfer,2,2,No
CUST104264,Male,27,30,46.5,1384.76,DSL,Two Year,Bank Transfer,2,2,No
CUST104265,Male,32,38,58.42,2241.07,Fiber Optic,Month-to-Month,Bank Transfer,6,2,Yes
CUST104266,Male,47,60,51.84,2980.39,Fiber Optic,One Year,Credit Card,5,4,No
CUST104267,Female,61,1,94.6,100.0,DSL,Two Year,Credit Card,1,3,Yes
CUST104268,Male,34,5,42.86,234.58,Fiber Optic,One Year,Bank Transfer,1,1,Yes
CUST104269,Female,21,63,115.0,7105.66,Fiber Optic,Two Year,Electronic Check,3,2,No
CUST104270,Female,24,36,97.56,3518.57,Fiber Optic,Month-to-Month,Electronic Check,1,1,Yes
CUST104271,Female,58,65,75.62,4699.26,Fiber Optic,Month-to-Month,Bank Transfer,0,0,No
CUST104272,Female,48,24,75.01,1683.49,Fiber Optic,Two Year,Electronic Check,1,1,No
CUST104273,Female,56,4,58.28,177.79,Fiber Optic,Month-to-Month,Electronic Check,1,2,Yes
CUST104274,Male,51,68,83.1,5584.0,Fiber Optic,One Year,Bank Transfer,6,1,No
CUST104275,Male,23,25,107.64,2920.22,DSL,Month-to-Month,Bank Transfer,3,1,Yes
CUST104276,Male,55,7,53.91,266.93,Fiber Optic,One Year,Credit Card,0,3,Yes
CUST104277,Female,62,13,29.0,565.55,Fiber Optic,Two Year,Electronic Check,3,1,No
CUST104278,Male,51,68,96.1,5939.65,No Internet,Month-to-Month,Electronic Check,5,1,Yes
CUST104279,Male,61,43,84.73,3643.8,DSL,Month-to-Month,Bank Transfer,2,1,Yes
CUST104280,Female,32,57,41.39,1940.28,Fiber Optic,Month-to-Month,UPI,0,2,Yes
CUST104281,Female,31,36,53.0,2154.67,No Internet,Two Year,Bank Transfer,3,2,No
CUST104282,Female,23,14,49.23,1094.17,Fiber Optic,One Year,Credit Card,4,3,No
CUST104283,Female,54,27,53.26,1430.8,Fiber Optic,Month-to-Month,UPI,1,0,Yes
CUST104284,Male,49,37,65.29,2760.22,No Internet,Month-to-Month,UPI,4,3,No
CUST104285,Female,20,71,67.0,4597.62,No Internet,Two Year,UPI,1,1,No
CUST104286,Female,20,25,55.48,1583.5,Fiber Optic,Two Year,Credit Card,3,0,No
CUST104287,Male,39,67,52.26,3670.59,DSL,Month-to-Month,Electronic Check,1,2,No
CUST104288,Male,39,4,68.14,241.9,DSL,Month-to-Month,Bank Transfer,3,0,Yes
CUST104289,Female,27,16,80.03,1278.68,Fiber Optic,One Year,Credit Card,0,2,No
CUST104290,Male,20,19,65.51,1311.13,Fiber Optic,Month-to-Month,Credit Card,4,1,Yes
CUST104291,Female,29,29,109.76,3224.21,Fiber Optic,Two Year,UPI,1,2,No
CUST104292,Female,46,51,90.24,4671.06,No Internet,Month-to-Month,UPI,1,0,Yes
CUST104293,Male,34,18,27.27,918.75,Fiber Optic,One Year,Credit Card,6,2,No
CUST104294,Male,24,58,90.71,5662.15,DSL,Month-to-Month,Electronic Check,2,1,No
CUST104295,Female,30,44,93.17,4269.17,Fiber Optic,Two Year,UPI,1,1,No
CUST104296,Female,19,16,61.96,1404.96,Fiber Optic,Month-to-Month,Credit Card,1,1,No
CUST104297,Female,21,65,30.14,1739.97,DSL,Month-to-Month,UPI,2,1,Yes
CUST104298,Male,27,2,75.24,315.17,DSL,Month-to-Month,Bank Transfer,1,0,Yes
CUST104299,Female,56,56,74.77,4359.52,Fiber Optic,Two Year,Bank Transfer,1,2,No
CUST104300,Female,41,28,41.35,1075.44,Fiber Optic,Month-to-Month,Bank Transfer,3,1,No
CUST104301,Female,34,65,31.46,2476.19,DSL,Month-to-Month,UPI,3,0,Yes
CUST104302,Female,23,5,72.37,685.38,Fiber Optic,Month-to-Month,UPI,1,1,Yes
CUST104303,Female,36,22,68.01,1603.4,Fiber Optic,Month-to-Month,Electronic Check,1,3,No
CUST104304,Male,22,13,62.48,670.56,DSL,Month-to-Month,Bank Transfer,3,2,No
CUST104305,Female,49,65,72.5,4405.29,DSL,Month-to-Month,Electronic Check,1,3,No
CUST104306,Female,27,16,41.92,464.09,Fiber Optic,One Year,Credit Card,6,2,No
CUST104307,Female,26,64,61.96,4293.22,DSL,One Year,Credit Card,2,2,Yes
CUST104308,Female,44,32,91.0,2857.41,No Internet,Two Year,Bank Transfer,3,3,No
CUST104309,Male,30,51,64.5,3520.13,Fiber Optic,Two Year,Electronic Check,3,0,No
CUST104310,Male,36,58,24.84,1513.82,DSL,Month-to-Month,UPI,2,3,No
CUST104311,Male,38,46,60.82,2392.78,Fiber Optic,One Year,Electronic Check,1,2,No
CUST104312,Female,41,52,42.9,2178.65,Fiber Optic,Month-to-Month,Credit Card,2,1,No
CUST104313,Female,55,63,83.01,5038.04,Fiber Optic,Month-to-Month,Electronic Check,3,0,No
CUST104314,Male,21,60,84.57,5240.76,Fiber Optic,Month-to-Month,Credit Card,3,0,No
CUST104315,Male,41,65,25.24,1818.21,DSL,Month-to-Month,Credit Card,2,1,Yes
CUST104316,Male,52,55,97.77,5340.42,Fiber Optic,Month-to-Month,Electronic Check,4,1,Yes
CUST104317,Female,20,57,41.63,2681.07,DSL,Month-to-Month,UPI,3,2,No
CUST104318,Female,21,71,121.78,8862.79,Fiber Optic,One Year,Credit Card,1,0,No
CUST104319,Male,54,26,73.54,1826.45,Fiber Optic,Month-to-Month,Electronic Check,4,1,Yes
CUST104320,Male,57,12,37.61,560.47,DSL,One Year,Credit Card,2,0,No
CUST104321,Male,52,71,40.74,2734.15,DSL,Month-to-Month,Bank Transfer,3,3,No
CUST104322,Female,48,46,85.44,3863.05,DSL,Month-to-Month,UPI,4,5,No
CUST104323,Female,61,47,63.26,3095.11,DSL,Month-to-Month,Bank Transfer,3,1,Yes
CUST104324,Female,42,38,72.1,2751.54,Fiber Optic,Month-to-Month,Credit Card,1,0,Yes
CUST104325,Male,57,21,123.38,2307.63,DSL,Month-to-Month,UPI,1,2,No
CUST104326,Male,30,14,54.02,839.56,Fiber Optic,One Year,Electronic Check,1,0,No
CUST104327,Female,21,2,76.8,100.0,DSL,One Year,Electronic Check,0,5,No
CUST104328,Male,63,70,117.6,8072.61,No Internet,Month-to-Month,UPI,2,0,No
CUST104329,Female,31,33,83.12,2523.98,Fiber Optic,Month-to-Month,Bank Transfer,3,3,No
CUST104330,Male,30,6,26.8,122.15,Fiber Optic,Two Year,Bank Transfer,2,4,Yes
CUST104331,Male,44,37,90.16,3386.91,DSL,Month-to-Month,UPI,2,1,No
CUST104332,Male,23,14,40.11,515.35,DSL,Month-to-Month,Electronic Check,4,1,No
CUST104333,Male,34,37,117.2,4397.64,Fiber Optic,Month-to-Month,UPI,3,3,No
CUST104334,Female,53,8,50.31,350.12,No Internet,One Year,Bank Transfer,3,2,No
CUST104335,Male,57,13,164.09,2251.42,DSL,One Year,Credit Card,3,2,No
CUST104336,Female,52,40,119.02,4731.4,Fiber Optic,One Year,Electronic Check,2,0,Yes
CUST104337,Female,34,58,51.1,2636.69,Fiber Optic,Month-to-Month,UPI,5,0,Yes
CUST104338,Female,58,18,75.6,1120.93,DSL,Month-to-Month,Credit Card,2,0,Yes
CUST104339,Male,19,57,97.61,5458.59,Fiber Optic,Month-to-Month,Bank Transfer,2,2,No
CUST104340,Female,30,38,98.51,3995.42,Fiber Optic,One Year,Electronic Check,3,1,No
CUST104341,Female,19,32,88.27,2633.57,DSL,Two Year,UPI,1,1,Yes
CUST104342,Female,45,66,112.56,7507.57,DSL,Month-to-Month,Bank Transfer,1,2,No
CUST104343,Male,60,25,71.31,1864.09,DSL,Month-to-Month,UPI,4,2,No
CUST104344,Male,43,58,64.0,3468.62,Fiber Optic,Month-to-Month,UPI,1,1,Yes
CUST104345,Female,39,33,64.59,2077.51,DSL,Month-to-Month,Electronic Check,1,3,Yes
CUST104346,Male,64,66,100.75,6680.42,No Internet,Month-to-Month,Bank Transfer,0,1,Yes
CUST104347,Female,60,30,85.96,2522.89,Fiber Optic,Month-to-Month,Bank Transfer,2,4,No
CUST104348,Female,20,34,83.74,2960.54,DSL,Two Year,Credit Card,3,1,No
CUST104349,Male,52,69,98.86,6927.1,No Internet,Month-to-Month,Bank Transfer,5,2,No
CUST104350,Female,29,48,20.0,1002.34,DSL,Month-to-Month,Bank Transfer,4,0,Yes
CUST104351,Male,41,40,84.3,3555.53,DSL,Month-to-Month,Electronic Check,0,1,No
CUST104352,Male,22,51,81.56,4158.82,Fiber Optic,Month-to-Month,Credit Card,2,1,Yes
CUST104353,Female,37,13,125.06,1648.44,DSL,Month-to-Month,Electronic Check,2,0,Yes
CUST104354,Male,56,31,29.14,959.87,DSL,One Year,Bank Transfer,4,0,No
CUST104355,Male,56,39,121.72,4527.42,DSL,Month-to-Month,Credit Card,3,1,Yes
CUST104356,Female,30,63,77.26,4983.42,No Internet,Two Year,Electronic Check,2,3,No
CUST104357,Female,58,48,89.67,4181.5,Fiber Optic,Month-to-Month,Credit Card,3,0,No
CUST104358,Male,62,48,125.28,5970.83,Fiber Optic,Month-to-Month,Bank Transfer,3,1,No
CUST104359,Male,29,61,91.82,5710.38,Fiber Optic,Month-to-Month,Credit Card,2,0,Yes
CUST104360,Female,30,12,87.01,1133.48,DSL,One Year,Credit Card,3,3,No
CUST104361,Male,27,56,82.27,4322.91,Fiber Optic,Month-to-Month,Credit Card,1,2,No
CUST104362,Male,50,18,60.5,806.62,DSL,Month-to-Month,Bank Transfer,3,1,Yes
CUST104363,Male,57,27,74.15,1802.83,Fiber Optic,Month-to-Month,Bank Transfer,2,2,No
CUST104364,Male,33,28,53.53,1539.08,Fiber Optic,Two Year,Credit Card,2,3,Yes
CUST104365,Male,62,52,73.66,4091.63,Fiber Optic,Month-to-Month,Electronic Check,5,1,Yes
CUST104366,Male,52,16,20.0,223.67,No Internet,Month-to-Month,Electronic Check,1,0,Yes
CUST104367,Male,20,58,87.87,4908.15,DSL,Month-to-Month,Bank Transfer,4,2,Yes
CUST104368,Female,22,9,71.35,454.75,No Internet,Month-to-Month,UPI,2,2,Yes
CUST104369,Female,43,26,64.91,1775.09,DSL,Month-to-Month,Electronic Check,1,2,No
CUST104370,Female,28,28,81.59,2499.56,Fiber Optic,Month-to-Month,Credit Card,5,0,Yes
CUST104371,Female,24,36,31.99,1355.19,Fiber Optic,One Year,UPI,2,7,Yes
CUST104372,Female,27,9,132.88,1060.93,No Internet,Month-to-Month,Bank Transfer,3,2,No
CUST104373,Male,59,47,71.92,3076.76,DSL,One Year,Electronic Check,2,1,No
CUST104374,Male,51,51,70.62,3618.37,Fiber Optic,One Year,UPI,3,1,No
CUST104375,Male,20,57,46.04,2920.65,DSL,Month-to-Month,Bank Transfer,2,1,Yes
CUST104376,Male,25,32,75.72,2509.42,Fiber Optic,One Year,Bank Transfer,3,4,No
CUST104377,Female,48,67,116.61,7541.35,Fiber Optic,One Year,Credit Card,2,2,Yes
CUST104378,Male,28,57,106.08,6033.12,Fiber Optic,One Year,Electronic Check,5,1,Yes
CUST104379,Male,62,54,100.63,5232.09,DSL,One Year,UPI,1,3,No
CUST104380,Female,24,16,91.39,1528.22,Fiber Optic,One Year,Credit Card,2,2,No
CUST104381,Male,62,62,64.24,3974.29,Fiber Optic,Month-to-Month,Electronic Check,4,5,Yes
CUST104382,Male,19,56,31.5,1709.46,Fiber Optic,One Year,UPI,2,0,No
CUST104383,Female,23,23,68.97,1460.16,Fiber Optic,Month-to-Month,Bank Transfer,0,2,Yes
CUST104384,Male,58,17,67.92,1239.84,DSL,One Year,Bank Transfer,2,2,No
CUST104385,Male,49,38,106.46,4284.28,Fiber Optic,Month-to-Month,Electronic Check,4,1,Yes
CUST104386,Male,37,30,84.28,2852.04,Fiber Optic,Two Year,Credit Card,6,2,No
CUST104387,Male,51,58,123.37,7238.13,No Internet,Month-to-Month,UPI,4,1,No
CUST104388,Male,33,22,110.92,2694.36,Fiber Optic,One Year,UPI,2,0,No
CUST104389,Female,42,17,61.31,840.03,Fiber Optic,One Year,Bank Transfer,4,2,No
CUST104390,Female,29,15,21.15,250.2,Fiber Optic,Two Year,Electronic Check,2,3,Yes
CUST104391,Female,24,48,116.57,5403.67,DSL,One Year,Credit Card,1,1,No
CUST104392,Female,56,32,115.78,3607.27,DSL,Month-to-Month,Bank Transfer,2,0,Yes
CUST104393,Female,34,40,34.01,1155.25,Fiber Optic,Two Year,Bank Transfer,2,1,No
CUST104394,Female,62,57,120.28,7181.7,No Internet,One Year,Credit Card,1,2,No
CUST104395,Male,28,58,86.46,4940.12,DSL,One Year,UPI,4,4,No
CUST104396,Female,23,16,79.82,1248.84,DSL,Two Year,UPI,3,1,No
CUST104397,Female,40,28,123.44,3147.14,Fiber Optic,Month-to-Month,Electronic Check,4,2,Yes
CUST104398,Male,44,1,115.34,100.0,Fiber Optic,Month-to-Month,Bank Transfer,1,1,Yes
CUST104399,Male,63,41,94.54,4216.07,DSL,Month-to-Month,Electronic Check,2,2,Yes
CUST104400,Female,23,48,89.2,4233.8,No Internet,One Year,UPI,3,1,No
CUST104401,Male,55,31,93.49,3357.0,DSL,Month-to-Month,Credit Card,11,1,Yes
CUST104402,Female,19,36,63.0,2237.91,Fiber Optic,One Year,UPI,3,2,No
CUST104403,Male,39,33,73.35,2171.77,Fiber Optic,Month-to-Month,UPI,2,1,Yes
CUST104404,Female,37,33,47.93,1586.03,DSL,One Year,Bank Transfer,1,0,No
CUST104405,Male,42,23,65.01,1510.03,DSL,Two Year,UPI,0,1,No
CUST104406,Male,32,60,64.0,3868.71,Fiber Optic,Month-to-Month,Electronic Check,1,0,Yes
CUST104407,Female,46,30,55.94,1664.3,Fiber Optic,One Year,Credit Card,4,1,No
CUST104408,Female,25,45,79.1,3256.78,Fiber Optic,One Year,Bank Transfer,3,2,No
CUST104409,Female,54,39,65.28,2238.96,DSL,Month-to-Month,Credit Card,1,2,No
CUST104410,Female,50,45,90.07,4285.87,DSL,Month-to-Month,Electronic Check,3,1,Yes
CUST104411,Female,39,12,26.33,709.37,DSL,Month-to-Month,Electronic Check,1,0,No
CUST104412,Male,64,32,71.6,2233.72,DSL,One Year,UPI,2,0,No
